periodo;trm;dia;primera_dif;segunda_dif;trans_max_min;estanrazicacion z;trans_max_min;1dif;y_t;y_t-1;y_t-2;y_t-3;m1;m2;m3
33569;693,32;miércoles;;;;;0,016371698;;;;;;;;
33570;693,99;jueves;0,67;;0,415723422;0,016440259;0,016522579;0,000150881;0,67;;;;;;
33571;694,7;viernes;0,71;1,38;0,415830457;0,018529611;0,016682468;0,000159889;0,71;0,67;;;;;
33574;643,42;lunes;-51,28;-50,57;0,276711889;-2,697105727;0,005134453;-0,011548015;-51,28;0,71;0,67;;0,69;;
33575;639,22;martes;-4,2;-55,48;0,402691927;-0,237938354;0,004188633;-0,00094582;-4,2;-51,28;0,71;0,67;-25,285;-16,63333333;
33576;635,7;miércoles;-3,52;-7,72;0,40451152;-0,202419369;0,003395945;-0,000792687;-3,52;-4,2;-51,28;0,71;-27,74;-18,25666667;-13,525
33577;631,51;jueves;-4,19;-7,71;0,402718686;-0,237416016;0,002452377;-0,000943568;-4,19;-3,52;-4,2;-51,28;-3,86;-19,66666667;-14,5725
33578;627,16;viernes;-4,35;-8,54;0,402290546;-0,245773425;0,001472777;-0,0009796;-4,35;-4,19;-3,52;-4,2;-3,855;-3,97;-15,7975
33581;638,06;lunes;10,9;6,55;0,443097589;0,550792048;0,003927406;0,002454629;10,9;-4,35;-4,19;-3,52;-4,27;-4,02;-4,065
33582;622,92;martes;-15,14;-4,24;0,373417891;-0,809376142;0,000517949;-0,003409457;-15,14;10,9;-4,35;-4,19;3,275;0,786666667;-0,29
33583;627,46;miércoles;4,54;-10,6;0,426079045;0,21858507;0,001540336;0,001022387;4,54;-15,14;10,9;-4,35;-2,12;-2,863333333;-3,195
33584;633,09;jueves;5,63;10,17;0,428995745;0,275519914;0,002808185;0,00126785;5,63;4,54;-15,14;10,9;-5,3;0,1;-1,0125
33585;632,35;viernes;-0,74;4,89;0,411950443;-0,057209401;0,002641541;-0,000166645;-0,74;5,63;4,54;-15,14;5,085;-1,656666667;1,4825
33588;630,91;lunes;-1,44;-2,18;0,410077333;-0,093773062;0,00231726;-0,000324281;-1,44;-0,74;5,63;4,54;2,445;3,143333333;-1,4275
33589;626,23;martes;-4,68;-6,12;0,401407508;-0,263010579;0,001263346;-0,001053914;-4,68;-1,44;-0,74;5,63;-1,09;1,15;1,9975
33590;626,52;miércoles;0,29;-4,39;0,414706591;-0,003408586;0,001328652;6,53066E-05;0,29;-4,68;-1,44;-0,74;-3,06;-2,286666667;-0,3075
33591;633,35;jueves;6,83;7,12;0,432206791;0,338200476;0,002866736;0,001538084;6,83;0,29;-4,68;-1,44;-2,195;-1,943333333;-1,6425
33592;621,71;viernes;-11,64;-4,81;0,382783442;-0,626557837;0,000245463;-0,002621273;-11,64;6,83;0,29;-4,68;3,56;0,813333333;0,25
33595;620,62;lunes;-1,09;-12,73;0,411013888;-0,075491232;0;-0,000245463;-1,09;-11,64;6,83;0,29;-2,405;-1,506666667;-2,3
33596;622,95;martes;2,33;1,24;0,420165369;0,103148369;0,000524705;0,000524705;2,33;-1,09;-11,64;6,83;-6,365;-1,966666667;-1,4025
33597;622,95;miércoles;0;2,33;0,413930588;-0,018556388;0,000524705;0;0;2,33;-1,09;-11,64;0,62;-3,466666667;-0,8925
33598;622,95;jueves;0;0;0,413930588;-0,018556388;0,000524705;0;0;0;2,33;-1,09;1,165;0,413333333;-2,6
33599;631,63;viernes;8,68;8,68;0,437157154;0,434833008;0,0024794;0,001954695;8,68;0;0;2,33;0;0,776666667;0,31
33602;632,37;lunes;0,74;9,42;0,415910733;0,020096625;0,002646045;0,000166645;0,74;8,68;0;0;4,34;2,893333333;2,7525
33603;632,37;martes;0;0,74;0,413930588;-0,018556388;0,002646045;0;0;0,74;8,68;0;4,71;3,14;2,355
33604;632,37;miércoles;0;0;0,413930588;-0,018556388;0,002646045;0;0;0;0,74;8,68;0,37;3,14;2,355
33605;638,61;jueves;6,24;6,24;0,430628027;0,307382533;0,004051263;0,001405219;6,24;0;0;0,74;0;0,246666667;2,355
33606;632,58;viernes;-6,03;0,21;0,397795082;-0,333526211;0,002693336;-0,001357928;-6,03;6,24;0;0;3,12;2,08;1,745
33609;638,07;lunes;5,49;-0,54;0,428621123;0,268207182;0,003929658;0,001236322;5,49;-6,03;6,24;0;0,105;0,07;0,0525
33610;638,07;martes;0;5,49;0,413930588;-0,018556388;0,003929658;0;0;5,49;-6,03;6,24;-0,27;1,9;1,425
33611;638,17;miércoles;0,1;0,1;0,414198175;-0,013333008;0,003952178;2,25195E-05;0,1;0;5,49;-6,03;2,745;-0,18;1,425
33612;638,61;jueves;0,44;0,54;0,415107971;0,004426484;0,004051263;9,90859E-05;0,44;0,1;0;5,49;0,05;1,863333333;-0,11
33613;637,86;viernes;-0,75;-0,31;0,411923684;-0,057731739;0,003882367;-0,000168896;-0,75;0,44;0,1;0;0,27;0,18;1,5075
33616;645,04;lunes;7,18;6,43;0,433143346;0,356482306;0,005499269;0,001616902;7,18;-0,75;0,44;0,1;-0,155;-0,07;-0,0525
33617;659,74;martes;14,7;21,88;0,453265901;0,749280493;0,00880964;0,003310371;14,7;7,18;-0,75;0,44;3,215;2,29;1,7425
33618;657,49;miércoles;-2,25;12,45;0,407909877;-0,136082442;0,008302951;-0,000506689;-2,25;14,7;7,18;-0,75;10,94;7,043333333;5,3925
33619;653,45;jueves;-4,04;-6,29;0,403120066;-0,229580946;0,007393162;-0,000909789;-4,04;-2,25;14,7;7,18;6,225;6,543333333;4,72
33620;652,91;viernes;-0,54;-4,58;0,412485617;-0,046762641;0,007271556;-0,000121605;-0,54;-4,04;-2,25;14,7;-3,145;2,803333333;3,8975
33623;645,35;lunes;-7,56;-8,1;0,393700998;-0,413443927;0,00556908;-0,001702476;-7,56;-0,54;-4,04;-2,25;-2,29;-2,276666667;1,9675
33624;645,97;martes;0,62;-6,94;0,415589628;0,013828569;0,005708701;0,000139621;0,62;-7,56;-0,54;-4,04;-4,05;-4,046666667;-3,5975
33625;647,04;miércoles;1,07;1,69;0,416793771;0,037333779;0,00594966;0,000240959;1,07;0,62;-7,56;-0,54;-3,47;-2,493333333;-2,88
33626;647,01;jueves;-0,03;1,04;0,413850312;-0,020123402;0,005942904;-6,75586E-06;-0,03;1,07;0,62;-7,56;0,845;-1,956666667;-1,6025
33627;647,01;viernes;0;-0,03;0,413930588;-0,018556388;0,005942904;0;0;-0,03;1,07;0,62;0,52;0,553333333;-1,475
33630;644,83;lunes;-2,18;-2,18;0,408097188;-0,132426075;0,005451978;-0,000490926;-2,18;0;-0,03;1,07;-0,015;0,346666667;0,415
33631;645,53;martes;0,7;-1,48;0,415803698;0,018007273;0,005609615;0,000157637;0,7;-2,18;0;-0,03;-1,09;-0,736666667;-0,285
33632;645,2;miércoles;-0,33;0,37;0,41304755;-0,035793543;0,0055353;-7,43144E-05;-0,33;0,7;-2,18;0;-0,74;-0,493333333;-0,3775
33633;644,04;jueves;-1,16;-1,49;0,410826577;-0,079147598;0,005274074;-0,000261227;-1,16;-0,33;0,7;-2,18;0,185;-0,603333333;-0,4525
33634;644,27;viernes;0,23;-0,93;0,414546038;-0,006542614;0,005325869;5,17949E-05;0,23;-1,16;-0,33;0,7;-0,745;-0,263333333;-0,7425
33637;640,52;lunes;-3,75;-3,52;0,403896069;-0,214433144;0,004481386;-0,000844482;-3,75;0,23;-1,16;-0,33;-0,465;-0,42;-0,14
33638;640,52;martes;0;-3,75;0,413930588;-0,018556388;0,004481386;0;0;-3,75;0,23;-1,16;-1,76;-1,56;-1,2525
33639;638,01;miércoles;-2,51;-2,51;0,40721415;-0,14966323;0,003916146;-0,00056524;-2,51;0;-3,75;0,23;-1,875;-1,173333333;-1,17
33640;637,65;jueves;-0,36;-2,87;0,412967274;-0,037360557;0,003835076;-8,10703E-05;-0,36;-2,51;0;-3,75;-1,255;-2,086666667;-1,5075
33641;636,9;viernes;-0,75;-1,11;0,411923684;-0,057731739;0,003666179;-0,000168896;-0,75;-0,36;-2,51;0;-1,435;-0,956666667;-1,655
33644;635,34;lunes;-1,56;-2,31;0,409756228;-0,100041119;0,003314875;-0,000351305;-1,56;-0,75;-0,36;-2,51;-0,555;-1,206666667;-0,905
33645;634,74;martes;-0,6;-2,16;0,412325065;-0,049896669;0,003179758;-0,000135117;-0,6;-1,56;-0,75;-0,36;-1,155;-0,89;-1,295
33646;634,59;miércoles;-0,15;-0,75;0,413529207;-0,026391458;0,003145978;-3,37793E-05;-0,15;-0,6;-1,56;-0,75;-1,08;-0,97;-0,8175
33647;634,67;jueves;0,08;-0,07;0,414144658;-0,014377684;0,003163994;1,80156E-05;0,08;-0,15;-0,6;-1,56;-0,375;-0,77;-0,765
33648;635,6;viernes;0,93;1,01;0,416419149;0,030021047;0,003373426;0,000209432;0,93;0,08;-0,15;-0,6;-0,035;-0,223333333;-0,5575
33651;634,74;lunes;-0,86;0,07;0,411629338;-0,063477458;0,003179758;-0,000193668;-0,86;0,93;0,08;-0,15;0,505;0,286666667;0,065
33652;635,66;martes;0,92;0,06;0,41639239;0,029498709;0,003386937;0,00020718;0,92;-0,86;0,93;0,08;0,035;0,05;0
33653;635,21;miércoles;-0,45;0,47;0,412726446;-0,042061599;0,003285599;-0,000101338;-0,45;0,92;-0,86;0,93;0,03;0,33;0,2675
33654;634,93;jueves;-0,28;-0,73;0,413181344;-0,033181853;0,003222545;-6,30547E-05;-0,28;-0,45;0,92;-0,86;0,235;-0,13;0,135
33655;633,31;viernes;-1,62;-1,9;0,409595676;-0,103175147;0,002857728;-0,000364816;-1,62;-0,28;-0,45;0,92;-0,365;0,063333333;-0,1675
33658;633,03;lunes;-0,28;-1,9;0,413181344;-0,033181853;0,002794674;-6,30547E-05;-0,28;-1,62;-0,28;-0,45;-0,95;-0,783333333;-0,3575
33659;633,55;martes;0,52;0,24;0,415322041;0,008605188;0,002911775;0,000117102;0,52;-0,28;-1,62;-0,28;-0,95;-0,726666667;-0,6575
33660;633,74;miércoles;0,19;0,71;0,414439004;-0,008631966;0,002954562;4,27871E-05;0,19;0,52;-0,28;-1,62;0,12;-0,46;-0,415
33661;634,06;jueves;0,32;0,51;0,414786867;-0,001841572;0,003026625;7,20625E-05;0,32;0,19;0,52;-0,28;0,355;0,143333333;-0,2975
33662;633,91;viernes;-0,15;0,17;0,413529207;-0,026391458;0,002992846;-3,37793E-05;-0,15;0,32;0,19;0,52;0,255;0,343333333;0,1875
33665;636,54;lunes;2,63;2,48;0,42096813;0,11881851;0,003585109;0,000592264;2,63;-0,15;0,32;0,19;0,085;0,12;0,22
33666;640,95;martes;4,41;7,04;0,425731182;0,211794676;0,00457822;0,000993111;4,41;2,63;-0,15;0,32;1,24;0,933333333;0,7475
33667;636,05;miércoles;-4,9;-0,49;0,400818817;-0,274502015;0,003474763;-0,001103457;-4,9;4,41;2,63;-0,15;3,52;2,296666667;1,8025
33668;635,86;jueves;-0,19;-5,09;0,413422172;-0,028480811;0,003431976;-4,27871E-05;-0,19;-4,9;4,41;2,63;-0,245;0,713333333;0,4975
33669;636,73;viernes;0,87;0,68;0,416258596;0,026887019;0,003627896;0,00019592;0,87;-0,19;-4,9;4,41;-2,545;-0,226666667;0,4875
33672;636,22;lunes;-0,51;0,36;0,412565893;-0,045195627;0,003513047;-0,00011485;-0,51;0,87;-0,19;-4,9;0,34;-1,406666667;0,0475
33673;635,88;martes;-0,34;-0,85;0,413020792;-0,036315881;0,00343648;-7,65664E-05;-0,34;-0,51;0,87;-0,19;0,18;0,056666667;-1,1825
33674;639,78;miércoles;3,9;3,56;0,424366487;0,185155437;0,004314742;0,000878262;3,9;-0,34;-0,51;0,87;-0,425;0,006666667;-0,0425
33675;639,38;jueves;-0,4;3,5;0,412860239;-0,039449909;0,004224664;-9,00781E-05;-0,4;3,9;-0,34;-0,51;1,78;1,016666667;0,98
33676;641,29;viernes;1,91;1,51;0,419041503;0,081210173;0,004654787;0,000430123;1,91;-0,4;3,9;-0,34;1,75;1,053333333;0,6625
33679;642;lunes;0,71;2,62;0,415830457;0,018529611;0,004814676;0,000159889;0,71;1,91;-0,4;3,9;0,755;1,803333333;1,2675
33680;644,13;martes;2,13;2,84;0,419630195;0,092701609;0,005294342;0,000479666;2,13;0,71;1,91;-0,4;1,31;0,74;1,53
33681;643,83;miércoles;-0,3;1,83;0,413127826;-0,034226529;0,005226783;-6,75586E-05;-0,3;2,13;0,71;1,91;1,42;1,583333333;1,0875
33682;642,59;jueves;-1,24;-1,54;0,410612507;-0,083326302;0,004947541;-0,000279242;-1,24;-0,3;2,13;0,71;0,915;0,846666667;1,1125
33683;641,53;viernes;-1,06;-2,3;0,411094164;-0,073924218;0,004708834;-0,000238707;-1,06;-1,24;-0,3;2,13;-0,77;0,196666667;0,325
33686;640,37;lunes;-1,16;-2,22;0,410826577;-0,079147598;0,004447607;-0,000261227;-1,16;-1,06;-1,24;-0,3;-1,15;-0,866666667;-0,1175
33687;640,37;martes;0;-1,16;0,413930588;-0,018556388;0,004447607;0;0;-1,16;-1,06;-1,24;-1,11;-1,153333333;-0,94
33688;642;miércoles;1,63;1,63;0,418292259;0,066584708;0,004814676;0,000367068;1,63;0;-1,16;-1,06;-0,58;-0,74;-0,865
33689;641,81;jueves;-0,19;1,44;0,413422172;-0,028480811;0,004771888;-4,27871E-05;-0,19;1,63;0;-1,16;0,815;0,156666667;-0,1475
33690;641,22;viernes;-0,59;-0,78;0,412351824;-0,049374331;0,004639023;-0,000132865;-0,59;-0,19;1,63;0;0,72;0,48;0,07
33693;647,24;lunes;6,02;5,43;0,430039335;0,295891097;0,005994699;0,001355676;6,02;-0,59;-0,19;1,63;-0,39;0,283333333;0,2125
33694;641,59;martes;-5,65;0,37;0,398811913;-0,313677367;0,004722345;-0,001272353;-5,65;6,02;-0,59;-0,19;2,715;1,746666667;1,7175
33695;641,98;miércoles;0,39;-5,26;0,414974178;0,001814794;0,004810172;8,78262E-05;0,39;-5,65;6,02;-0,59;0,185;-0,073333333;-0,1025
33696;645,14;jueves;3,16;3,55;0,422386342;0,146502424;0,005521789;0,000711617;3,16;0,39;-5,65;6,02;-2,63;0,253333333;0,0425
33697;644,77;viernes;-0,37;2,79;0,412940515;-0,037882895;0,005438467;-8,33223E-05;-0,37;3,16;0,39;-5,65;1,775;-0,7;0,98
33700;643,11;lunes;-1,66;-2,03;0,409488641;-0,105264499;0,005064642;-0,000373824;-1,66;-0,37;3,16;0,39;1,395;1,06;-0,6175
33701;645,73;martes;2,62;0,96;0,420941372;0,118296172;0,005654654;0,000590012;2,62;-1,66;-0,37;3,16;-1,015;0,376666667;0,38
33702;643,98;miércoles;-1,75;0,87;0,409247812;-0,109965541;0,005260562;-0,000394092;-1,75;2,62;-1,66;-0,37;0,48;0,196666667;0,9375
33703;644,61;jueves;0,63;-1,12;0,415616387;0,014350907;0,005402435;0,000141873;0,63;-1,75;2,62;-1,66;0,435;-0,263333333;-0,29
33704;646,5;viernes;1,89;2,52;0,418987985;0,080165497;0,005828054;0,000425619;1,89;0,63;-1,75;2,62;-0,56;0,5;-0,04
33707;647,28;lunes;0,78;2,67;0,416017768;0,022185977;0,006003707;0,000175652;0,78;1,89;0,63;-1,75;1,26;0,256666667;0,8475
33708;649,48;martes;2,2;2,98;0,419817506;0,096357975;0,006499136;0,00049543;2,2;0,78;1,89;0,63;1,335;1,1;0,3875
33709;655,66;miércoles;6,18;8,38;0,430467475;0,304248505;0,007890843;0,001391707;6,18;2,2;0,78;1,89;1,49;1,623333333;1,375
33710;657,97;jueves;2,31;8,49;0,420111851;0,102103693;0,008411044;0,000520201;2,31;6,18;2,2;0,78;4,19;3,053333333;2,7625
33711;657,97;viernes;0;2,31;0,413930588;-0,018556388;0,008411044;0;0;2,31;6,18;2,2;4,245;3,563333333;2,8675
33714;657,97;lunes;0;0;0,413930588;-0,018556388;0,008411044;0;0;0;2,31;6,18;1,155;2,83;2,6725
33715;655,32;martes;-2,65;-2,65;0,406839528;-0,156975962;0,007814277;-0,000596768;-2,65;0;0;2,31;0;0,77;2,1225
33716;652,57;miércoles;-2,75;-5,4;0,406571941;-0,162199342;0,00719499;-0,000619287;-2,75;-2,65;0;0;-1,325;-0,883333333;-0,085
33717;651,48;jueves;-1,09;-3,84;0,411013888;-0,075491232;0,006949527;-0,000245463;-1,09;-2,75;-2,65;0;-2,7;-1,8;-1,35
33718;650,24;viernes;-1,24;-2,33;0,410612507;-0,083326302;0,006670285;-0,000279242;-1,24;-1,09;-2,75;-2,65;-1,92;-2,163333333;-1,6225
33721;651,36;lunes;1,12;-0,12;0,416927564;0,039945469;0,006922504;0,000252219;1,12;-1,24;-1,09;-2,75;-1,165;-1,693333333;-1,9325
33722;650,31;martes;-1,05;0,07;0,411120923;-0,07340188;0,006686048;-0,000236455;-1,05;1,12;-1,24;-1,09;-0,06;-0,403333333;-0,99
33723;651,95;miércoles;1,64;0,59;0,418319017;0,067107046;0,007055369;0,00036932;1,64;-1,05;1,12;-1,24;0,035;-0,39;-0,565
33724;653,83;jueves;1,88;3,52;0,418961227;0,079643158;0,007478736;0,000423367;1,88;1,64;-1,05;1,12;0,295;0,57;0,1175
33725;653,58;viernes;-0,25;1,63;0,41326162;-0,031614839;0,007422437;-5,62988E-05;-0,25;1,88;1,64;-1,05;1,76;0,823333333;0,8975
33728;653,58;lunes;0;-0,25;0,413930588;-0,018556388;0,007422437;0;0;-0,25;1,88;1,64;0,815;1,09;0,555
33729;653,1;martes;-0,48;-0,48;0,412646169;-0,043628613;0,007314343;-0,000108094;-0,48;0;-0,25;1,88;-0,125;0,543333333;0,8175
33730;653,7;miércoles;0,6;0,12;0,415536111;0,012783893;0,007449461;0,000135117;0,6;-0,48;0;-0,25;-0,24;-0,243333333;0,2875
33731;654,74;jueves;1,04;1,64;0,416713494;0,035766765;0,007683664;0,000234203;1,04;0,6;-0,48;0;0,06;0,04;-0,0325
33732;656,4;viernes;1,66;2,7;0,418372535;0,068151722;0,008057488;0,000373824;1,66;1,04;0,6;-0,48;0,82;0,386666667;0,29
33735;657,91;lunes;1,51;3,17;0,417971154;0,060316652;0,008397533;0,000340045;1,51;1,66;1,04;0,6;1,35;1,1;0,705
33736;658,52;martes;0,61;2,12;0,41556287;0,013306231;0,008534902;0,000137369;0,61;1,51;1,66;1,04;1,585;1,403333333;1,2025
33737;660,57;miércoles;2,05;2,66;0,419416125;0,088522905;0,008996552;0,00046165;2,05;0,61;1,51;1,66;1,06;1,26;1,205
33738;660,88;jueves;0,31;2,36;0,414760108;-0,00236391;0,009066363;6,98105E-05;0,31;2,05;0,61;1,51;1,33;1,39;1,4575
33739;663,43;viernes;2,55;2,86;0,420754061;0,114639805;0,009640611;0,000574248;2,55;0,31;2,05;0,61;1,18;0,99;1,12
33742;663,58;lunes;0,15;2,7;0,414331969;-0,010721318;0,00967439;3,37793E-05;0,15;2,55;0,31;2,05;1,43;1,636666667;1,38
33743;663,75;martes;0,17;0,32;0,414385486;-0,009676642;0,009712673;3,82832E-05;0,17;0,15;2,55;0,31;1,35;1,003333333;1,265
33744;664,5;miércoles;0,75;0,92;0,415937492;0,020618963;0,00988157;0,000168896;0,75;0,17;0,15;2,55;0,16;0,956666667;0,795
